event_idx,event_id,file_name,station_id,sta_dist_km,phase_time_p,phase_time_s,p_polarity,phase_score_p,phase_score_s,noise_amp,p_amp,s_amp,n_channels,snr,sp_ratio,diting_polarity,diting_sharpness,p_from_ncedc,s_from_ncedc
3607,1014841,1014841_20230124T221121.mseed,BK.RBOW.00.HH,33.34,2023-01-24 22:11:28.300000+00:00,2023-01-24 22:11:33.530000+00:00,,0.8895953297615051,0.6813093423843384,54.7482842972655,187.18958049081257,230.94155297930143,3.0,3.419094915822998,1.2337308111582432,,,False,False
3607,1014841,1014841_20230124T221121.mseed,NC.KCO..HN,31.95,2023-01-24 22:11:28.263100+00:00,2023-01-24 22:11:33.493100+00:00,,0.9707849621772766,0.8953444957733154,1.932531001000676,6.349440634044315,9.692729259932198,3.0,3.2855569358300265,1.5265485290092955,,,False,False
3607,1014841,1014841_20230124T221121.mseed,NP.1586.10.HN,22.01,2023-01-24 22:11:26.930000+00:00,2023-01-24 22:11:31.770000+00:00,,0.9593206644058228,0.789747416973114,14.661851052993692,37.05073934059093,30.99868400008855,3.0,2.5270164869821,0.836654937304529,,,False,False
3607,1014841,1014841_20230124T221121.mseed,PB.B046..EH,24.76,2023-01-24 22:11:27.088400+00:00,2023-01-24 22:11:31.408400+00:00,,0.9570170044898988,0.9414610266685486,19.56107463154508,120.29928443415412,654.7458855822272,3.0,6.149932286447802,5.442641564011985,,,False,False
3607,1014841,1014841_20230124T221121.mseed,PB.B045..EH,37.22,2023-01-24 22:11:28.668400+00:00,2023-01-24 22:11:34.278400+00:00,,0.9221221804618835,0.8650810718536377,41.69132081398725,133.2006780578674,430.9993660151214,3.0,3.194925837254337,3.2357145046054416,,,False,False
3607,1014841,1014841_20230124T221121.mseed,PB.B047..EH,36.72,2023-01-24 22:11:28.698400+00:00,2023-01-24 22:11:34.138400+00:00,,0.9731162786483764,0.7845922708511353,13.452538083877984,133.9811381112954,233.9750035259273,3.0,9.959543491043023,1.746327929619235,,,False,False
3607,1014841,1014841_20230124T221121.mseed,PB.B932..EH,31.97,2023-01-24 22:11:27.908400+00:00,2023-01-24 22:11:32.778400+00:00,,0.9839134812355042,0.9481337666511536,8.362210853965568,158.24679220297833,377.5775030096624,3.0,18.924037550181332,2.386004150563477,,,False,False
3619,1014861,1014861_20230125T084615.mseed,BK.JCC.00.HH,46.86,2023-01-25 08:46:23.898393+00:00,2023-01-25 08:46:30.708393+00:00,,0.9282458424568176,0.3086203038692474,42.55738041190299,558.0652116651745,663.3094717130245,3.0,13.113241610827336,1.1885877453887843,,,False,False
3619,1014861,1014861_20230125T084615.mseed,BK.RBOW.00.HH,33.34,2023-01-25 08:46:22.240000+00:00,2023-01-25 08:46:27.560000+00:00,,0.9251383543014526,0.6897422671318054,68.6444919026419,207.5932005372777,308.6951993837888,3.0,3.0241785580073346,1.4870197992267866,,,False,False
3619,1014861,1014861_20230125T084615.mseed,CE.89255.10.HN,24.67,2023-01-25 08:46:21.230000+00:00,2023-01-25 08:46:26.310000+00:00,,0.9634143710136414,0.93868750333786,7.111139142323099,25.193292202970543,35.47730388001031,3.0,3.542792750746301,1.4082043582945138,,,False,False
3619,1014861,1014861_20230125T084615.mseed,NC.KCO..HN,31.98,2023-01-25 08:46:22.203100+00:00,2023-01-25 08:46:27.403100+00:00,,0.9478111267089844,0.6462755799293518,2.220242611495577,13.176922256950371,10.896106208140516,3.0,5.934901973651551,0.8269082867505874,,,False,False
3619,1014861,1014861_20230125T084615.mseed,NC.KMPB..HH,27.89,2023-01-25 08:46:21.463100+00:00,2023-01-25 08:46:26.183100+00:00,,0.9788092970848083,0.8929774761199951,91.56087306460468,1006.3361076095464,3690.5088715176,3.0,10.99089680915868,3.667272637453152,,,False,False
3619,1014861,1014861_20230125T084615.mseed,NP.1586.10.HN,21.95,2023-01-25 08:46:20.890000+00:00,2023-01-25 08:46:25.770000+00:00,,0.9808577299118042,0.8919766545295715,11.006903487191716,47.0914505868156,47.90127618662344,3.0,4.278355910144392,1.017196870975866,,,False,False
3619,1014861,1014861_20230125T084615.mseed,PB.B045..EH,37.19,2023-01-25 08:46:22.658400+00:00,2023-01-25 08:46:28.238400+00:00,,0.9749566316604614,0.8350964188575745,8.119131952483967,82.22996454675004,532.817034761227,3.0,10.127925624067805,6.479597038599056,,,False,False
3619,1014861,1014861_20230125T084615.mseed,PB.B046..EH,24.79,2023-01-25 08:46:20.998400+00:00,2023-01-25 08:46:25.368400+00:00,,0.9647681713104248,0.9503589272499084,18.011885801584206,255.42378724814728,770.889537780759,3.0,14.180846473370485,3.0180804461717208,,,False,False
3619,1014861,1014861_20230125T084615.mseed,PB.B047..EH,36.73,2023-01-25 08:46:22.638400+00:00,2023-01-25 08:46:28.078400+00:00,,0.9732943773269652,0.6590891480445862,8.734947959261579,208.43848222148108,299.756093798669,3.0,23.86259004559676,1.4381034183513015,,,False,False
3619,1014861,1014861_20230125T084615.mseed,PB.B932..EH,31.99,2023-01-25 08:46:21.868400+00:00,2023-01-25 08:46:26.738400+00:00,,0.9847229719161988,0.9291945695877076,8.671187101226815,277.7923774317965,404.2162696847011,3.0,32.03625688027121,1.4551020925113185,,,False,False
3823,1015218,1015218_20230201T023844.mseed,BK.RBOW.00.HH,33.37,2023-02-01 02:38:51.410000+00:00,2023-02-01 02:38:56.680000+00:00,,0.8856140375137329,0.5603132247924805,8.079653844735931,83.44727802909924,77.09562839323686,3.0,10.32807588452158,0.9238842801601334,,,False,False
3823,1015218,1015218_20230201T023844.mseed,NC.KMPB..HH,27.94,2023-02-01 02:38:50.653100+00:00,2023-02-01 02:38:55.363100+00:00,,0.9797108769416808,0.8711062669754028,20.41040710249837,353.24851743857903,994.9132551300908,3.0,17.30727445389068,2.81646831059406,,,False,False
3823,1015218,1015218_20230201T023844.mseed,PB.B045..EH,37.25,2023-02-01 02:38:51.848400+00:00,2023-02-01 02:38:57.438400+00:00,,0.9723127484321594,0.8173422813415527,12.919012792508092,49.731130584288906,168.27189205264483,3.0,3.8494528477538665,3.3836329493342627,,,False,False
3823,1015218,1015218_20230201T023844.mseed,PB.B046..EH,24.78,2023-02-01 02:38:50.208400+00:00,2023-02-01 02:38:54.548400+00:00,,0.9511627554893494,0.9152700304985046,10.134553621667523,60.18251966456369,276.03717276232686,3.0,5.938349325607629,4.586666930877296,,,False,False
3823,1015218,1015218_20230201T023844.mseed,PB.B047..EH,36.74,2023-02-01 02:38:51.848400+00:00,2023-02-01 02:38:57.278400+00:00,,0.9781418442726136,0.7852011322975159,4.45706051170097,54.09980356132217,114.4566740458298,3.0,12.138000688861142,2.11565784922108,,,False,False
3823,1015218,1015218_20230201T023844.mseed,PB.B932..EH,31.99,2023-02-01 02:38:51.048400+00:00,2023-02-01 02:38:55.928400+00:00,,0.983684539794922,0.9516751170158386,3.62855799087169,68.71370256107966,139.67835821206626,3.0,18.936917291646356,2.0327584310844853,,,False,False
